,ID,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,0.010673870558942082,0.006792463082963144,0.0029110556069842043,0.0009703518689947348,0.28043169013947833,0.034932667283810455,0.012614574296931552,0.032021611676826246,0.2324516716251647,0.09412413129248927,0.0,0.0009703518689947348,0.0019407037379894697,0.0009703518689947348,0.0,0.0009703518689947348,0.08733166820952613,0.1669005214670944,0.029110556069842045,0.0038814074759789393
1,0.04028855558813457,0.007833885808803944,0.003357379632344548,0.0011191265441148493,0.1320569322055522,0.01454864507349304,0.020144277794067286,0.055956327205742465,0.26809124014888863,0.10855527477914038,0.0011191265441148493,0.0011191265441148493,0.0011191265441148493,0.0011191265441148493,0.0,0.0,0.10967440132325523,0.19920452485244317,0.03469292286756033,0.0
2,0.003220425224946702,0.007514325524875638,0.004293900299928936,0.001073475074982234,0.19215203842181988,0.054747228824093934,0.019322551349680212,0.04079205284932489,0.25715524811229407,0.1041270822732767,0.0,0.001073475074982234,0.0,0.001073475074982234,0.0,0.0,0.09553928167341882,0.18249076274697978,0.03327772732444925,0.002146950149964468
3,0.007272319267282667,0.007272319267282667,0.005194513762344762,0.0010389027524689523,0.2898538679388377,0.005194513762344762,0.014544638534565333,0.04051720734628914,0.24887330996494744,0.10077356698948839,0.0,0.0010389027524689523,0.0020778055049379047,0.0010389027524689523,0.0010389027524689523,0.0,0.07064538716788876,0.174535662414784,0.024933666059254858,0.004155611009875809
4,0.010673870558942082,0.006792463082963144,0.0048517593449736735,0.0009703518689947348,0.28043169013947833,0.034932667283810455,0.012614574296931552,0.032021611676826246,0.2324516716251647,0.09412413129248927,0.0,0.0009703518689947348,0.0019407037379894697,0.0009703518689947348,0.0,0.0009703518689947348,0.08733166820952613,0.1669005214670944,0.029110556069842045,0.0019407037379894697
5,0.0032135259449373042,0.00749822720485371,0.0064270518898746085,0.0010711753149791013,0.19174038138125915,0.05462994106393417,0.019281155669623826,0.04070466196920585,0.25660433140450367,0.10390400555297284,0.0,0.0010711753149791013,0.0,0.0010711753149791013,0.0,0.0,0.09533460303314002,0.18209980354644723,0.033206434764352144,0.0021423506299582027
6,0.009102875234171465,0.0063720126639200255,0.005461725140502879,0.0009102875234171465,0.32861379595358986,0.047334951217691615,0.0027308625702514395,0.025488050655680102,0.2180630173846711,0.0882978897714632,0.0,0.0009102875234171465,0.0009102875234171465,0.0009102875234171465,0.0,0.003641150093668586,0.07282300187337172,0.1565694540277492,0.024577763132262953,0.007282300187337172
7,0.020129756409817685,0.00704541474343619,0.006038926922945305,0.0010064878204908844,0.26168683332762993,0.05032439102454421,0.011071366025399727,0.036233561537671835,0.2411081833498733,0.09762931858761577,0.0,0.0010064878204908844,0.004025951281963537,0.0010064878204908844,0.0,0.0,0.06542170833190748,0.16908995384246855,0.023149219871290337,0.004025951281963537
8,0.014964395427735866,0.007482197713867933,0.002137770775390838,0.001068885387695419,0.16567723509278995,0.012826624652345029,0.014964395427735866,0.03634210318164425,0.2560557701639884,0.10368188260645564,0.0,0.001068885387695419,0.002137770775390838,0.001068885387695419,0.0,0.0,0.1015441118310648,0.20950153598830212,0.026722134692385473,0.04275541550781676
9,0.0010564637622364915,0.007395246335655441,0.002112927524472983,0.0010564637622364915,0.24826898412557552,0.011621101384601406,0.014790492671310882,0.03908915920275019,0.2530801200988005,0.10247698493693969,0.0,0.003169391286709475,0.0010564637622364915,0.0,0.0,0.0010564637622364915,0.09296881107681125,0.18171176710467654,0.030637449104858255,0.008451710097891932
10,0.020129756409817685,0.00704541474343619,0.0020129756409817687,0.0010064878204908844,0.26168683332762993,0.05032439102454421,0.011071366025399727,0.036233561537671835,0.2411081833498733,0.09762931858761577,0.0,0.0010064878204908844,0.004025951281963537,0.0010064878204908844,0.0,0.0,0.06542170833190748,0.16908995384246855,0.023149219871290337,0.008051902563927075
11,0.020109516426458494,0.007038330749260473,0.003016427463968774,0.0010054758213229246,0.26142371354396043,0.05027379106614623,0.011060234034552172,0.03619712956762529,0.2408657549011919,0.0975311546683237,0.0,0.0010054758213229246,0.0040219032852916985,0.0010054758213229246,0.0,0.0,0.06535592838599011,0.16891993798225136,0.023125943890427266,0.008043806570583397
12,0.02008931710384369,0.007031260986345291,0.0040178634207687376,0.0010044658551921844,0.26116112234996797,0.050223292759609225,0.011049124407114029,0.03616077078691864,0.24062381347470857,0.09743318795364189,0.0,0.0010044658551921844,0.0040178634207687376,0.0010044658551921844,0.0,0.0,0.06529028058749199,0.168750263672287,0.02310271466942024,0.008035726841537475
13,0.0032238859861974697,0.007522400634460762,0.004298514648263293,0.0010746286620658232,0.19235853050978236,0.05480606176535698,0.019343315917184817,0.04083588915850128,0.2574315945125162,0.10423898022038484,0.0,0.0010746286620658232,0.0,0.0010746286620658232,0.0,0.0,0.09564195092385826,0.18268687255118995,0.03331348852404052,0.0010746286620658232
14,0.0032135259449373042,0.00749822720485371,0.004284701259916405,0.0010711753149791013,0.19174038138125915,0.05462994106393417,0.019281155669623826,0.04070466196920585,0.25660433140450367,0.10390400555297284,0.0,0.0010711753149791013,0.0,0.0010711753149791013,0.0,0.0,0.09533460303314002,0.18209980354644723,0.033206434764352144,0.004284701259916405
15,0.024677292983217386,0.007197543786771737,0.0061693232458043465,0.001028220540967391,0.2529422530779782,0.025705513524184775,0.016451528655478255,0.04215704217966303,0.2463143434709024,0.09973739247383694,0.0,0.001028220540967391,0.0,0.001028220540967391,0.0,0.0,0.0688907762448152,0.1747974919644565,0.023649072442249994,0.008225764327739127
